customer_id,monetary_dnn,monetary_btyd,frequency_dnn,frequency_btyd,recency,T,time_between,avg_basket_value,avg_basket_size,cnt_returns,has_returned,frequency_btyd_clipped,monetary_btyd_clipped,target_monetary_clipped,target_monetary
18242,694.07999999999993,379.82,2,1,17,52,8.5,347.04,204.0,0,0,1,379.82,2232.49,2232.49
15756,249.12,125.53,2,1,36,88,18.0,124.56,53.0,0,0,1,125.53,532.96,532.96
16357,257.95,120.05,2,1,51,52,25.5,128.97,27.5,0,0,1,120.05,658.88,658.88
13487,408.8,215.65,2,1,140,192,70.0,204.4,106.5,0,0,1,215.65,575.4,575.4
15433,533.3,160.66,2,1,54,106,27.0,266.65,267.0,0,0,1,160.66,417.87,417.87
12372,914.92000000000007,515.7,2,1,84,135,42.0,457.46,296.0,0,0,1,515.7,1298.04,1298.04
14731,251.01999999999998,123.36,2,1,7,51,3.5,125.51,91.0,0,0,1,123.36,380.02,380.02
17164,943.22,316.09,2,1,61,112,30.5,471.61,301.0,0,0,1,316.09,2466.4,2466.4
15106,778.45,367.75,2,1,58,108,29.0,389.23,280.0,0,0,1,367.75,1407.73,1407.73
17932,934.51,345.5,2,1,38,50,19.0,467.25,296.5,0,0,1,345.5,1331.57,1331.57
14883,358.48,47.92,2,1,48,50,24.0,179.24,161.0,0,0,1,47.92,756.64,756.64
16184,447.89,299.67,2,1,29,50,14.5,223.94,82.5,0,0,1,299.67,1155.54,1155.54
17388,763.2,381.6,2,1,76,126,38.0,381.6,360.0,0,0,1,381.6,1259.56,1259.56
17886,396.26,173.07,2,1,39,88,19.5,198.13,112.5,0,0,1,173.07,899.61,899.61
16660,384.36,101.76,2,1,109,158,54.5,192.18,114.0,0,0,1,101.76,810.45,810.45
17758,1054.83,471.04,2,1,42,89,21.0,527.41,332.5,0,0,1,471.04,3456.7,3456.7
17107,4118.8099999999995,2423.6,2,1,70,117,35.0,2059.4,925.5,0,0,1,2423.6,10380.43,10380.43
16206,288.75,127.45,2,1,119,166,59.5,144.38,76.5,0,0,1,127.45,537.06,537.06
16809,341.13,128.8,2,1,54,101,27.0,170.56,137.5,0,0,1,128.8,912.74,912.74
17302,303.12,120.27,2,1,97,144,48.5,151.56,95.0,0,0,1,120.27,1119.93,1119.93
13381,1071.35,655.24,2,1,91,137,45.5,535.67,298.5,0,0,1,655.24,3626.81,3626.81
12993,175.3,72.4,2,1,91,137,45.5,87.65,46.0,0,0,1,72.4,414.76,414.76
18043,451.80999999999995,135.35,2,1,160,205,80.0,225.9,123.0,0,0,1,135.35,559.51,559.51
13309,546.64,155.93,2,1,102,147,51.0,273.32,308.0,0,0,1,155.93,1456.79,1456.79
13719,338.74,205.84,2,1,29,73,14.5,169.37,93.0,0,0,1,205.84,1041.68,1041.68
13405,557.45,397.4,2,1,113,156,56.5,278.73,81.5,0,0,1,397.4,572.45,572.45
18145,1023.78,414.77,2,1,108,151,54.0,511.89,431.5,0,0,1,414.77,2861.55,2861.55
13591,776.23,314.03,2,1,62,105,31.0,388.12,131.5,0,0,1,314.03,1117.13,1117.13
17867,591.3,578.55,2,1,85,127,42.5,295.65,146.0,0,0,1,578.55,622.75,622.75
15237,1093.6499999999999,154.73,2,1,24,66,12.0,546.82,399.0,0,0,1,154.73,1412.32,1412.32
16249,1020.53,205.7,2,1,38,78,19.0,510.27,243.5,0,0,1,205.7,1800.07,1800.07
14514,403.11,147.86,2,1,130,170,65.0,201.56,86.5,0,0,1,147.86,1055.35,1055.35
13527,585.64,475.19,2,1,125,165,62.5,292.82,115.0,0,0,1,475.19,2263.76,2263.76
13946,485.97,276.12,2,1,66,106,33.0,242.99,131.5,0,0,1,276.12,561.57,561.57
17686,3036.75,1444.14,2,1,102,141,51.0,1518.38,611.5,0,0,1,1444.14,5739.46,5739.46
15563,735.62,465.43,2,1,158,197,79.0,367.81,371.0,0,0,1,465.43,1319.69,1319.69
12670,1026.3899999999999,393.34,2,1,33,71,16.5,513.19,244.0,0,0,1,393.34,2986.15,2986.15
15819,1177.1399999999999,537.5,2,1,77,115,38.5,588.57,457.0,0,0,1,537.5,1905.45,1905.45
17058,819.66000000000008,236.94,2,1,40,78,20.0,409.83,227.5,0,0,1,236.94,1179.89,1179.89
14163,749.79,337.92,2,1,40,78,20.0,374.89,140.5,0,0,1,337.92,2445.91,2445.91
15132,489.87,176.1,2,1,63,101,31.5,244.94,188.5,0,0,1,176.1,977.93,977.93
15804,1125.3899999999999,600.03,2,1,28,37,14.0,562.69,314.0,0,0,1,600.03,3848.55,3848.55
15203,692.9,480.96,2,1,113,150,56.5,346.45,336.5,0,0,1,480.96,1827.8,1827.8
12654,337.75,171.15,2,1,98,134,49.0,168.88,75.5,0,0,1,171.15,601.98,601.98
12937,428.23,210.8,2,1,70,106,35.0,214.12,134.0,0,0,1,210.8,1504.27,1504.27
12910,1142.5,422.28,2,1,44,80,22.0,571.25,327.0,0,0,1,422.28,3075.04,3075.04
17042,495.39,222.18,2,1,51,86,25.5,247.69,224.5,0,0,1,222.18,1044.38,1044.38
14447,601.03,336.03,2,1,84,119,42.0,300.51,156.5,0,0,1,336.03,1163.23,1163.23
16444,224.18,121.0,2,1,70,103,35.0,112.09,66.0,0,0,1,121.0,638.77,638.77
16470,340.71,129.32,2,1,166,197,83.0,170.35,84.5,0,0,1,129.32,757.44,757.44
16348,583.31999999999994,127.62,2,1,49,79,24.5,291.66,147.0,0,0,1,127.62,1469.45,1469.45
14515,765.65,340.25,2,1,27,57,13.5,382.82,185.5,0,0,1,340.25,2102.09,2102.09
14315,856.2,325.8,2,1,75,105,37.5,428.1,192.0,0,0,1,325.8,2456.98,2456.98
13334,2731.84,1071.4,2,1,115,144,57.5,1365.92,675.0,0,0,1,1071.4,3536.82,3536.82
