Id,Date,Price,Cohort.new
10855,2008-05-04,49.8253746032,3
10855,2008-11-10,30.0383872981,3
10855,2009-04-15,26.9450721741,3
10855,2009-08-22,61.150489807,3
10855,2010-05-04,25.513458252,3
10855,2010-06-14,27.584190369,3
10855,2012-01-09,30.5394515995,3
10855,2013-03-31,28.3999958036,3
10855,2014-04-05,11.9499969482,3
10855,2014-05-18,7.9399986267,3
129348,2008-05-24,27.9165306094,3
129348,2008-08-05,33.2084045408,3
170070,2008-05-04,10.123573303,3
170070,2008-08-26,10.200271606,3
170070,2008-09-17,10.174705505,3
170070,2009-01-25,20.400543212,3
170070,2009-07-19,34.0520248415,3
170070,2011-03-07,29.041374206,3
183970,2008-05-11,53.3021659853,3
183970,2008-12-01,35.2024307252,3
183970,2008-12-07,62.096378327,3
183970,2008-12-22,62.096378327,3
183970,2008-12-29,76.7193222052,3
183970,2009-03-03,92.0325088501,3
183970,2009-06-24,24.8743400574,3
183970,2010-04-04,57.90378952,3
183970,2011-05-07,117.9550018289,3
184330,2008-05-24,32.952754974,3
184330,2009-03-21,39.1138191225,3
184330,2009-08-01,42.7951164243,3
184330,2010-10-16,30.524116516,3
184330,2011-12-04,22.957000732,3
184764,2008-05-28,21.8321609496,3
184764,2008-07-06,20.1960220334,3
184764,2009-04-18,23.8773231505,3
184764,2009-05-24,20.247146606,3
184764,2009-12-15,24.2863578793,3
184764,2010-02-27,10.174705505,3
184764,2010-09-05,23.8261947635,3
184764,2010-09-28,39.880737305,3
2017385,2008-05-10,44.942527771,3
2017385,2008-10-14,45.913993836,3
206725,2008-05-27,20.3238449102,3
206725,2008-07-19,56.012008668,3
206725,2008-12-10,71.7597846987,3
206725,2009-03-18,56.037582398,3
206725,2009-12-08,58.6962890625,3
206725,2011-08-23,101.9515762325,3
206725,2011-10-01,67.7461585992,3
206725,2012-08-25,24.9504318235,3
206725,2012-09-17,43.6499862665,3
206725,2012-10-27,79.9499998093,3
206725,2012-12-02,3.8999996186,3
206725,2013-01-13,10.000869751,3
206725,2013-02-16,19.3999938964,3
206725,2013-03-05,4.9499969482,3
206725,2013-03-25,12.899993896,3
206725,2013-03-30,46.7499885556,3
206725,2013-07-16,44.1504135127,3
206725,2013-09-08,106.999965666,3
206725,2013-11-04,301.5899219499,3
206725,2014-03-02,125.1399784074,3
206725,2014-03-22,79.7999906539,3
206725,2014-06-23,60.0010242456,3
206725,2014-07-08,82.5999755849,3
206725,2014-08-09,83.6499900814,3
2070804,2008-05-25,35.6370353694,3
2070804,2008-09-27,25.2833786011,3
2070804,2009-02-08,39.7529258723,3
2070804,2009-07-25,46.8087539664,3
2070804,2010-11-06,42.1815719608,3
2070804,2011-08-13,68.3341293336,3
2070804,2011-11-19,68.3341293336,3
2070804,2011-11-26,68.3341293336,3
2070804,2012-04-22,11.8999938964,3
2070804,2012-07-14,40.3999862667,3
2070804,2012-09-25,41.6999855038,3
2070804,2013-10-28,49.7399826048,3
2070804,2014-02-15,16.8499908447,3
2070804,2014-10-04,35.3399925232,3
2070804,2014-10-21,3.9499988556,3
208000,2008-05-10,17.7673912047,3
208000,2008-07-09,20.426101685,3
208000,2008-09-07,12.756729126,3
208000,2009-04-26,26.4337844845,3
208000,2009-08-17,33.0038871764,3
208000,2009-10-27,54.5548172005,3
208000,2010-03-31,20.426101685,3
208000,2013-01-27,22.8999977112,3
208000,2013-02-23,9.9499969482,3
208000,2013-07-14,22.8999938962,3
208000,2013-08-24,16.939994812,3
208000,2014-05-03,15.9499969482,3
2102340,2008-05-27,30.5241127019,3
2107007,2008-05-26,77.562957763,3
2107007,2008-09-24,68.1040573107,3
2107007,2010-01-30,182.8379211426,3
2108950,2008-05-17,29.0158004757,3
2108950,2008-09-13,48.2659301749,3
2108950,2010-11-20,24.158531189,3
2108950,2010-12-06,52.4840927119,3
2108950,2011-04-02,45.8117408751,3
2108950,2011-04-27,62.1219482422,3
2108950,2011-05-07,18.8155364987,3
2108950,2011-08-27,5.0873527527,3
2108950,2011-09-04,5.0873527527,3
2108950,2011-10-01,30.3962974547,3
2108950,2011-10-25,38.1679267884,3
2108950,2014-01-19,62.6499862666,3
2108950,2014-05-17,4.9499969482,3
2110113,2008-05-28,18.8411025997,3
2110113,2014-02-04,26.8499908442,3
2110385,2008-05-07,20.400543213,3
2110385,2008-06-18,12.731163025,3
2110385,2008-06-28,25.360076904,3
2110385,2008-08-30,19.27570343,3
2110385,2008-11-15,17.1027107234,3
2110385,2008-11-22,20.349411011,3
2110385,2009-06-20,15.313186646,3
2110385,2009-07-18,15.236495972,3
2110385,2009-08-30,38.142364502,3
2110385,2009-09-28,25.46232605,3
2110385,2009-10-25,20.3238487244,3
2110385,2009-11-18,15.313186646,3
2110385,2009-12-15,23.9795761113,3
2110385,2010-01-23,32.620407105,3
2110385,2010-03-20,12.680038452,3
2110385,2010-04-19,23.9028892513,3
2110385,2010-05-12,5.0873527527,3
2110385,2010-07-17,22.8036155704,3
2110385,2010-08-14,20.400543213,3
2110385,2010-08-21,20.400543213,3
2110385,2010-09-22,30.549682617,3
2110385,2010-11-20,40.7499504095,3
2110385,2010-12-18,15.2876243587,3
2110385,2011-03-08,63.195663452,3
2110385,2011-04-30,15.236495972,3
2110385,2011-07-16,32.0579910279,3
2110385,2011-08-13,28.9902420035,3
2110385,2011-08-27,50.1065979,3
2110385,2011-09-11,11.6318855286,3
2110385,2011-10-24,10.123573303,3
2110385,2012-01-24,12,3
2110385,2012-03-18,34.899993896,3
2110385,2012-04-21,19.949996948,3
2110385,2012-06-04,11,3
2110385,2012-06-17,7.9499969482,3
2110385,2012-07-17,17.8999938964,3
2110385,2012-09-09,19.8999938964,3
2110385,2012-11-28,10.8499965668,3
2110385,2012-12-12,9.9499969482,3
2110385,2013-01-30,64.949981689,3
