Id,Date,Price,Cohort
10000570892,2006-01-06,25,13
10000620868,2006-01-16,38.75,13
10000620868,2007-12-04,23.3,13
10001084891,2006-01-08,59.9,13
10001084891,2006-02-27,59.9,13
10003130841,2006-01-12,23,13
10003132220,2006-01-17,104.26,13
10004117707,2006-01-10,97.25,13
10004117707,2006-10-15,21,13
10004117707,2007-03-13,36,13
10004117707,2007-11-23,22.63,13
10004117707,2010-01-26,21.7,13
10004117707,2011-01-24,18.84,13
10004117707,2011-06-11,18.36,13
10004153240,2006-01-06,91.67,13
10005205097,2006-01-06,25,13
10006704831,2006-01-12,11.75,13
10006704831,2007-11-26,14.89,13
10007557605,2006-01-07,50,13
10007557605,2009-05-30,299.5,13
10010820676,2006-01-10,78.5,13
10011010392,2006-01-09,9.05,13
10011272849,2006-01-15,37,13
10011272849,2008-10-05,5.85,13
10014300725,2006-01-05,12,13
10018408357,2006-01-08,13.57,13
10018408357,2009-03-18,59.75,13
10018408357,2010-08-09,36.91,13
10019016490,2006-01-27,54.78,13
10020669592,2006-01-06,15,13
10021107154,2006-01-03,68.16,13
10021900210,2006-01-09,61.11,13
10022342469,2006-01-25,49.2,13
10023151984,2006-01-23,40,13
10023377242,2006-01-13,14.75,13
10025276096,2007-12-06,59.55,13
10025276096,2006-01-16,25,13
10025276096,2006-08-04,33.95,13
10025276096,2010-07-23,71.42,13
10025276096,2010-10-01,35,13
10025750181,2006-01-04,135.25,13
10026595359,2006-01-30,61.11,13
10026923389,2006-01-11,29,13
10026923389,2008-09-10,18.66,13
10027480646,2006-01-10,68.2,13
10027480646,2006-10-27,9,13
10027480646,2010-11-21,55.51,13
10029552600,2006-01-19,194,13
10031450065,2006-01-06,53.45,13
10031450065,2006-01-07,677.45,13
10031450065,2006-03-23,694.84,13
10034026341,2006-07-11,16.73,13
10034026341,2006-01-02,76.4,13
10034172953,2006-01-23,29,13
10034196515,2006-01-05,10.07,13
10035178472,2006-01-29,68.57,13
10035178472,2006-11-14,83.5,13
10035178472,2007-01-11,12.5,13
10035629110,2006-01-19,41.33,13
10035913207,2006-01-15,104.21,13
10036677001,2006-01-13,91.67,13
10036677001,2006-08-08,30.75,13
10036980405,2006-01-16,113.8,13
10036980405,2007-01-30,91.67,13
10036980405,2007-04-08,42.8,13
10036980405,2007-07-13,20.75,13
10036980405,2008-09-01,21,13
10036980405,2010-03-07,18.03,13
10037072475,2006-01-12,34.15,13
10037072475,2010-01-24,30.96,13
10037072475,2010-05-20,24,13
10037072475,2011-08-29,36.78,13
10037231748,2006-01-05,87.3,13
10038565064,2006-01-04,41,13
10039243215,2006-01-13,4.8,13
10039768236,2006-01-05,80.59,13
10039808807,2006-01-13,18.34,13
10039808807,2006-05-24,75,13
10039808807,2009-06-28,71.78,13
10039808807,2009-10-12,57,13
10040053587,2006-01-05,65,13
10040362151,2006-01-21,61.52,13
10040452564,2008-04-06,108.57,13
10040452564,2006-01-13,35.5,13
10040773849,2006-01-18,40,13
10040773849,2006-12-17,124.31,13
10041333440,2006-01-13,16.15,13
10041333440,2007-08-24,25,13
10042087301,2009-08-22,24.15,13
10042087301,2006-01-17,22.6,13
10042708177,2006-01-19,45.5,13
10042811929,2008-12-04,69.32,13
10042811929,2006-01-06,91.67,13
10044720346,2006-01-04,17.6,13
10044720346,2008-04-14,61,13
10044720346,2008-10-27,94,13
10044720346,2009-04-24,67,13
10044720346,2009-07-10,65.5,13
10044720346,2012-08-14,94.39,13
10045251300,2006-01-12,91.67,13
10046062333,2006-01-09,149.21,13
10046062333,2006-01-30,87.5,13
10046062333,2006-11-03,42.15,13
10046062333,2009-02-23,89.1,13
10046062333,2009-04-27,18.66,13
10046062333,2009-09-14,38.8,13
10046062333,2010-06-28,56.06,13
10046062333,2010-08-02,14.07,13
10046062333,2011-02-18,17.9,13
10046062333,2011-11-28,92.83,13
10046062333,2011-12-01,22.5,13
10046062333,2012-08-27,44.79,13
10046076935,2006-01-10,29,13
10046076935,2006-06-13,57.19,13
10046153388,2009-10-26,39.96,13
10046153388,2009-11-21,51.78,13
10046153388,2010-01-07,20.5,13
10046153388,2006-01-19,32,13
10046153388,2009-06-16,55.72,13
10046153388,2011-12-19,32.98,13
10046153388,2009-09-27,39.96,13
10047536451,2006-01-10,215,13
10049225597,2006-01-13,53.5,13
10049225597,2010-12-15,67.8,13
10049267442,2006-01-11,235,13
10049267442,2006-08-03,25.3,13
10049267442,2006-09-13,28,13
10049267442,2007-08-07,83.04,13
10050340937,2006-01-30,35,13
10051181778,2006-01-31,58.39,13
10051181778,2006-04-13,33.29,13
10051181778,2007-03-20,45.65,13
10051181778,2007-10-20,25,13
10051181778,2008-01-15,91.67,13
10051181778,2008-08-18,81.71,13
10051181778,2008-09-28,30,13
10051181778,2008-10-06,30,13
10051181778,2008-10-17,36.9,13
10051181778,2010-02-11,14.78,13
10051181778,2010-10-28,84,13
10051181778,2012-03-05,67.7,13
10051696329,2006-01-03,22.5,13
10051696329,2007-08-23,30,13
10052015951,2006-01-08,18,13
10052027188,2006-01-12,66.24,13
10052027188,2006-07-26,65.92,13
10052027188,2007-03-19,18.71,13
10052214480,2006-01-19,235,13
10052214480,2007-02-02,114.95,13
10052214480,2008-10-15,10.4,13
10052225188,2006-01-03,35,13
10052225188,2006-02-06,8.3,13
10053008114,2006-01-19,25,13
10053008114,2007-03-30,30,13
10053008114,2010-11-19,64.5,13
10053008114,2012-01-10,13.15,13
10053275192,2006-01-25,338,13
10053275192,2007-05-26,86.5,13
10053275192,2007-09-21,166.71,13
10053275192,2008-08-01,540.1,13
10053275192,2008-11-02,81,13
10053275192,2010-03-29,1179.46,13
10053275192,2010-07-10,29,13
10053275192,2011-02-21,77.73,13
10053275192,2011-04-01,196,13
10053275192,2011-07-15,315.5,13
10053275192,2011-12-19,197.5,13
10053275192,2012-08-12,185,13
10054017585,2006-01-30,28,13
10054634889,2006-01-12,39,13
10055376691,2006-01-14,33.58,13
10055547935,2006-01-09,22.6,13
10055547935,2007-03-14,22.6,13
10055547935,2008-01-08,22.6,13
10055547935,2009-02-16,22.6,13
10056378745,2006-06-15,49.99,13
10056378745,2007-11-29,23.5,13
10056378745,2009-07-23,22.51,13
10056378745,2009-08-11,26.55,13
10056378745,2009-08-12,22.51,13
10056378745,2006-01-16,36,13
10056378745,2006-02-27,63,13
10056378745,2006-06-02,50,13
10056378745,2006-07-21,29,13
10056378745,2006-10-24,200,13
10056378745,2007-02-27,75,13
10056378745,2007-09-25,127,13
10056378745,2007-11-20,55.3,13
10056378745,2008-03-17,145.02,13
10056378745,2008-07-21,125,13
10056378745,2008-08-13,105.98,13
10056378745,2009-01-06,903.75,13
10056378745,2009-01-21,30.76,13
10056378745,2009-03-11,34,13
10056378745,2009-04-02,96.88,13
10056378745,2009-04-30,10.1,13
10056378745,2009-05-18,34.55,13
10056378745,2009-06-29,72.36,13
10056378745,2012-02-15,37.5,13
10056378745,2009-11-23,35,13
10056378745,2009-12-29,48,13
10056378745,2009-12-31,172.79,13
10056378745,2010-01-27,35,13
10056378745,2010-07-01,139.1,13
10056378745,2010-10-05,35,13
10056378745,2010-10-19,62.52,13
