Id,Date,Price,Cohort
10000140538,2005-09-24,7.33,9
10000140538,2008-01-13,75.09,9
10000430535,2005-09-26,50.93,9
10000430535,2007-09-26,11.7,9
10000430535,2008-12-11,12,9
10000430535,2009-08-25,36.27,9
10000430535,2010-12-03,46,9
10000430535,2010-12-07,18.44,9
10000495469,2005-09-16,12,9
10000495469,2006-02-06,11,9
10000495469,2006-02-17,26.08,9
10000495469,2008-12-16,149.25,9
10000495469,2010-06-12,99.45,9
10000495469,2010-09-16,141.5,9
10000495469,2011-06-14,56.98,9
10000495469,2011-10-06,205,9
10000761211,2005-09-01,22.5,9
10000761211,2006-11-25,16,9
10000761211,2009-08-14,89.5,9
10000761211,2010-11-29,39.25,9
10001017761,2005-09-08,38.89,9
10001017761,2006-03-14,19.66,9
10001017761,2011-10-01,14.15,9
10001017761,2012-07-18,53.98,9
10001090467,2006-12-11,16.4,9
10001090467,2005-09-27,37.8,9
10001090467,2005-12-03,36.23,9
10001090467,2006-08-20,99.66,9
10001090467,2008-08-17,67.5,9
10001090467,2010-10-28,64.5,9
10001090467,2010-11-06,91.23,9
10001090467,2012-08-13,58.22,9
10001100731,2005-09-29,13.18,9
10001100731,2005-12-28,17.83,9
10001113519,2005-09-06,90.36,9
10001176484,2005-09-06,11,9
10001176484,2007-05-30,20,9
10001176484,2009-11-09,21.37,9
10001176484,2010-03-15,18.78,9
10001176484,2012-06-23,21.7,9
10001291132,2005-09-12,129.58,9
10001291132,2008-02-08,182,9
10001291132,2009-01-24,34.95,9
10001291132,2009-04-16,18.15,9
10001291132,2009-07-06,269.5,9
10001291132,2010-01-21,113.13,9
10001291132,2010-04-23,27.22,9
10001291132,2010-09-07,78,9
10001291132,2010-12-30,68.62,9
10001291132,2011-01-09,51.26,9
10001291132,2012-01-25,172.49,9
10001291132,2012-01-31,28,9
10001291132,2012-04-29,207.5,9
10001984529,2005-09-06,14,9
10002455671,2005-09-03,40,9
10002455671,2006-10-02,18,9
10002455671,2008-07-11,45,9
10002896724,2005-09-14,27,9
10002896724,2008-11-03,23.45,9
10002909798,2005-09-14,40,9
10004102816,2005-09-23,23.75,9
10004602327,2005-09-19,279.34,9
10004602327,2005-12-08,227.62,9
10004701749,2005-09-03,24.5,9
10006738815,2005-09-16,20.66,9
10006738815,2007-12-03,30.62,9
10008123981,2005-09-12,139.64,9
10008430446,2005-09-07,10.25,9
10008651455,2005-09-28,25,9
10008651455,2011-03-16,51.7,9
10008651455,2010-08-16,66,9
10009409770,2005-09-23,32.07,9
10009409770,2007-04-30,9.2,9
10009828967,2005-09-07,10.25,9
10009929025,2005-09-26,235,9
10009929025,2009-12-10,149.95,9
10011193740,2005-09-06,11,9
10011193740,2007-01-21,33,9
10011193740,2010-07-28,14.03,9
10012051922,2005-09-14,60.75,9
10012356323,2005-09-26,61.79,9
10012356323,2007-05-23,42.8,9
10012356323,2008-11-09,65,9
10012356323,2008-11-23,85.88,9
10012356323,2008-11-28,107.99,9
10012356323,2009-05-12,59.75,9
10012895393,2005-09-02,259,9
10012895393,2007-05-02,45,9
10012895393,2008-07-21,45,9
10013482935,2005-09-14,55,9
10013482935,2005-12-28,25,9
10013482935,2009-11-18,27.37,9
10013853575,2008-06-09,62.39,9
10013853575,2005-09-15,14.96,9
10013853575,2007-11-30,100.86,9
10014105882,2005-09-29,78.5,9
10014105882,2006-06-05,78,9
10014105882,2006-06-12,31.36,9
10014105882,2006-11-18,54.43,9
10014105882,2007-08-21,36,9
10014105882,2010-02-23,154.9,9
10014105882,2010-03-06,30.9,9
10014105882,2010-07-02,132.4,9
10014105882,2010-07-15,30.9,9
10014105882,2010-11-16,45,9
10014105882,2012-05-31,175,9
10014316233,2005-09-28,49.74,9
10014316233,2006-09-30,109.54,9
10014316233,2007-02-20,104.16,9
10014316233,2007-09-25,91.75,9
10014316233,2008-07-23,45,9
10014316233,2008-10-14,49.6,9
10014316233,2008-10-21,28.85,9
10014316233,2009-01-05,41.56,9
10014316233,2010-11-03,45.45,9
10014487157,2005-09-27,34.95,9
10016046044,2005-09-12,178.08,9
10016046044,2008-11-21,181,9
10016184133,2005-09-07,30.75,9
10016184133,2007-03-18,44,9
10016184133,2011-05-17,51,9
10016297289,2005-09-22,24.21,9
10016297289,2007-05-14,68.5,9
10017419084,2005-09-21,15.75,9
10017419084,2005-12-12,25,9
10017419084,2006-07-14,20,9
10017834323,2005-09-27,36,9
10017834323,2005-11-02,30,9
10017834323,2005-11-30,27,9
10017834323,2006-07-26,32.5,9
10017834323,2006-11-22,169.98,9
10017834323,2008-06-12,41.81,9
10017834323,2008-08-06,8.3,9
10017834323,2009-03-21,35.77,9
10018356309,2006-07-25,23,9
10018356309,2005-09-25,13.6,9
10018356309,2007-11-08,40,9
10018356309,2009-01-28,125,9
10018652435,2005-09-01,50,9
