Id,Date,Price,Cohort.new
1572754,2002-03-24,83.95,5
1967755,2002-03-26,23.95,5
1967755,2003-11-11,35.95,5
253247,2002-03-16,35.95,5
253247,2003-12-09,37.95,5
31179427,2002-03-18,28.85,5
31252454,2002-03-19,74.95,5
31252454,2002-03-20,28.95,5
31252454,2002-10-27,23.9,5
31252454,2002-12-01,21.95,5
31252454,2002-12-09,37.95,5
31252454,2005-07-01,75.95,5
31252454,2005-09-22,99.55,5
31252454,2005-11-01,37.95,5
31252454,2006-02-04,48.9,5
31252454,2006-03-26,48.9,5
31252454,2006-12-08,37.95,5
31252454,2007-01-29,45.85,5
31252454,2007-10-02,47.95,5
31252454,2007-11-15,71.9,5
31381010,2002-03-21,56.95,5
31381010,2002-11-30,113.85,5
31381010,2003-12-11,57.9,5
31381010,2006-12-06,25.95,5
31710309,2002-03-21,7.95,5
31845179,2002-03-05,26.95,5
31845179,2005-08-05,42.65,5
31964370,2002-03-18,66.9,5
32137383,2002-03-13,37.95,5
32137383,2003-06-26,42.95,5
32137383,2003-07-28,35.95,5
32137383,2004-03-29,58.95,5
32318853,2002-03-19,28.95,5
32504993,2002-03-01,7.95,5
32504993,2003-11-14,51.95,5
32731875,2002-03-26,133.9,5
32731875,2004-11-26,484.75,5
32731875,2005-12-02,47.95,5
32991579,2002-03-20,19.95,5
32991579,2002-11-20,151.8,5
32991579,2003-12-02,37.95,5
33050715,2002-03-11,180.95,5
33050715,2006-12-11,205.95,5
33083997,2002-03-29,37.9,5
33127121,2002-03-10,111.85,5
33127121,2002-12-19,75.9,5
33127121,2003-03-16,17.9,5
33127121,2003-11-24,8.95,5
33286261,2002-03-24,17.95,5
33374981,2002-03-21,40.95,5
33374981,2005-03-03,58.8,5
33374981,2006-01-18,104.85,5
33374981,2007-01-16,17.95,5
33374981,2007-06-01,61.95,5
33877237,2002-03-21,28.95,5
33877237,2002-04-27,69.95,5
33877237,2002-05-23,57.9,5
33877237,2002-12-18,51.95,5
33877237,2006-11-13,84.9,5
34162337,2002-03-22,57.9,5
34162337,2002-04-11,32.95,5
34162337,2002-05-01,34.95,5
34162337,2002-07-15,47.9,5
34162337,2003-07-23,53.85,5
34162337,2003-09-15,56.95,5
34162337,2004-03-02,27.95,5
34162337,2004-07-15,18.95,5
34162337,2004-08-17,23.95,5
34162337,2005-08-04,18.95,5
34162337,2006-08-09,47.95,5
34177334,2002-03-31,41.9,5
34177334,2003-03-25,41.9,5
34177334,2007-05-17,55.95,5
34177334,2007-12-07,43.95,5
34181298,2002-03-24,37.95,5
34181298,2003-08-17,133.9,5
34181298,2007-11-27,37.95,5
34255871,2002-03-05,284.95,5
34492554,2002-03-21,35.95,5
34492554,2003-03-21,28.95,5
34592047,2002-03-22,111.95,5
34592047,2003-01-22,47.95,5
34612821,2002-03-20,56.9,5
34612821,2002-12-09,56.95,5
34612821,2005-02-05,126.8,5
34612821,2006-02-06,56.85,5
34612821,2006-03-26,87.85,5
34612821,2006-04-02,16.95,5
34612821,2006-11-06,123.9,5
34612821,2007-01-26,70.9,5
34612821,2007-01-29,57.9,5
34612821,2007-03-21,125.8,5
34874491,2002-03-30,71.95,5
34898792,2002-03-12,94.9,5
34898792,2004-11-30,21.95,5
34898792,2004-12-25,22.95,5
34930818,2002-03-20,31.95,5
34930818,2002-05-01,75.9,5
35094721,2002-03-29,23.95,5
35094721,2002-09-22,35.95,5
35094721,2003-01-11,38.9,5
35094721,2003-10-07,28.95,5
35094721,2004-01-12,57.9,5
35094721,2005-03-06,43.95,5
35094721,2005-12-20,48.95,5
35094721,2006-03-28,47.95,5
35094721,2006-12-09,118.85,5
35094721,2007-12-17,66.9,5
35596531,2002-03-03,28.95,5
35596531,2002-05-10,51.95,5
35596531,2003-07-04,41.95,5
35602883,2002-03-26,28.95,5
35602883,2002-05-21,43.9,5
35602883,2003-01-14,17.95,5
35602883,2003-01-25,18.95,5
35602883,2003-08-05,27.95,5
35602883,2004-07-27,20.95,5
35602883,2005-03-25,18.95,5
35602883,2005-08-04,41.95,5
35602883,2005-12-06,37.9,5
35602883,2007-04-04,33.95,5
35602883,2007-11-16,28.95,5
35636742,2002-03-31,43.95,5
35636742,2005-07-19,54.65,5
35636742,2005-08-14,35.95,5
35636742,2005-11-09,87.8,5
35878452,2002-03-27,47.95,5
36257065,2002-03-11,103.9,5
36332081,2002-03-28,50.95,5
36332081,2007-06-28,134.6,5
36390478,2002-03-23,24.95,5
36410261,2002-03-19,25.95,5
36410261,2002-12-09,63.9,5
36410261,2003-12-15,75.9,5
36410261,2004-12-07,75.9,5
36410261,2005-12-12,75.9,5
36410261,2006-04-04,55.95,5
36410261,2006-12-12,75.9,5
36410261,2007-12-13,135.85,5
36678946,2002-03-25,44.95,5
36880651,2002-03-05,95.85,5
36880651,2002-03-21,37.95,5
36880651,2003-12-17,89.9,5
36880651,2004-11-19,28.95,5
37082560,2002-03-25,23.95,5
37088973,2002-03-21,119.85,5
37170918,2002-03-10,27.95,5
37283827,2002-03-04,46.95,5
37423107,2002-03-13,70.9,5
37423107,2004-03-08,42.85,5
37423107,2004-05-12,33.95,5
37423107,2004-12-10,32.8,5
37520376,2002-03-22,85.85,5
37520376,2003-02-06,37.95,5
37520376,2003-06-30,47.95,5
37520376,2004-03-21,95.9,5
37566396,2002-03-13,37.95,5
37566396,2004-12-10,28.95,5
37566396,2005-06-08,23.95,5
37598372,2002-03-07,40.95,5
37598372,2002-07-12,32.95,5
37598372,2005-05-26,125.95,5
37598372,2005-05-31,28.95,5
37661865,2002-03-14,65.9,5
38004309,2002-03-20,74.95,5
38004309,2002-06-20,87.95,5
38004309,2006-12-08,169.8,5
38108747,2002-03-14,18.95,5
38108747,2003-11-21,37.95,5
38108747,2004-03-24,52.9,5
38108747,2005-02-03,37.95,5
38108747,2005-08-01,18.95,5
38108747,2005-10-21,28.95,5
38108747,2006-10-23,47.95,5
38108747,2006-12-11,65.9,5
38108747,2007-04-03,28.95,5
38108747,2007-11-16,28.95,5
38398979,2002-03-25,90.95,5
38672418,2002-03-01,65.7,5
38672418,2002-11-12,25.95,5
38672418,2003-10-18,37.95,5
38672418,2004-11-19,47.95,5
38672418,2005-03-05,43.75,5
38837722,2002-03-03,38.95,5
38837722,2002-12-10,99.8,5
38837722,2004-12-16,41.9,5
38837722,2005-09-25,26.95,5
38837722,2006-12-15,61.9,5
39361429,2002-03-27,95.95,5
39422035,2002-03-20,27.95,5
39422035,2005-04-20,18.95,5
40268315,2002-03-17,142.95,5
40395539,2002-03-26,23.95,5
40795303,2002-03-27,56.95,5
41344771,2002-03-24,23.95,5
41677598,2002-03-25,40.95,5
41677598,2005-05-20,29.8,5
41813008,2002-03-22,33.95,5
41813008,2002-06-22,47.95,5
41813008,2002-07-27,47.95,5
41813008,2003-03-14,37.95,5
41813008,2004-03-15,37.95,5
41813008,2006-01-31,23.95,5
41813008,2006-03-28,23.95,5
41813008,2007-03-15,47.95,5
41813008,2007-12-13,23.95,5
42057077,2002-03-12,99.85,5
42057077,2004-12-09,21.95,5
42057077,2004-12-18,71.85,5
42057077,2005-12-08,32.95,5
42057077,2006-11-06,41.95,5
42111333,2002-03-11,16.9,5
42135963,2002-03-25,28.95,5
42135963,2002-12-09,48.9,5
42137977,2002-03-16,20.95,5
42315052,2002-03-07,25.95,5
42315052,2004-12-11,25.95,5
42762646,2002-03-22,70.9,5
42961543,2002-03-15,218.75,5
42961543,2002-12-10,273.55,5
42961543,2003-12-09,173.7,5
42961543,2004-01-19,18.95,5
42986465,2002-03-24,37.95,5
42986465,2002-10-06,21.95,5
42986465,2006-12-16,31.95,5
43142582,2002-03-15,31.95,5
43160474,2002-03-10,46.95,5
43160474,2004-12-11,134.8,5
43439397,2002-03-09,37.95,5
43439397,2007-05-02,77.9,5
43748938,2002-03-12,28.95,5
44191787,2002-03-14,76.9,5
44236648,2002-03-25,20.85,5
44236648,2005-12-10,74.85,5
44236648,2006-12-14,86.85,5
44269466,2002-03-30,113.85,5
44459002,2002-03-22,33.95,5
44459002,2004-11-11,95.9,5
44574208,2002-03-08,37.95,5
44574208,2003-07-01,4.95,5
44574208,2007-05-09,46.95,5
44969753,2002-03-04,7.95,5
44969753,2004-03-15,35.75,5
44969753,2005-12-18,20.95,5
44969753,2006-03-18,33.8,5
45226252,2002-03-26,34.95,5
45226252,2006-04-10,25.95,5
45226252,2006-05-08,27.95,5
45226252,2006-12-23,28.95,5
45226252,2007-02-11,23.95,5
45226252,2007-06-04,21.95,5
45423150,2002-03-26,25.95,5
45423150,2003-12-08,35.95,5
45518895,2002-03-29,41.95,5
45518895,2002-10-25,56.95,5
45518895,2004-12-20,23.95,5
45566889,2002-03-13,28.95,5
45566889,2004-12-09,28.95,5
45661977,2002-03-29,29.9,5
45952827,2002-03-13,25.95,5
45952827,2002-12-16,40.95,5
45952827,2005-10-14,41.95,5
45971549,2002-03-29,47.95,5
45971549,2002-12-07,171.8,5
45971549,2003-11-20,369.7,5
45971549,2003-12-03,74.85,5
45971549,2004-03-25,137.85,5
46059050,2002-03-06,39.9,5
46284339,2002-03-12,46.95,5
46284339,2002-12-11,23.95,5
46421430,2002-03-24,219.85,5
46421430,2002-12-08,151.95,5
46421430,2003-11-01,129.95,5
46421430,2003-11-17,114.95,5
46421430,2004-09-10,43.95,5
46421430,2004-11-21,499.85,5
46421430,2005-09-10,23.95,5
46421430,2005-11-27,666.8,5
46421430,2005-12-10,70.95,5
46421430,2006-12-02,658.8,5
46421430,2007-08-31,52.95,5
46807062,2002-03-26,24.95,5
46814742,2002-03-19,294.95,5
46814742,2003-02-11,475.95,5
46814742,2004-02-07,488.75,5
46814742,2004-03-19,66.95,5
