Id,Date,Price,Cohort.new
1166626,2001-09-02,27.95,3
156468,2001-09-21,36.95,3
156468,2003-10-02,53.9,3
1810764,2001-09-10,21.95,3
1810764,2002-09-09,28.95,3
1810764,2002-10-22,28.95,3
1810764,2003-09-19,50.9,3
1810764,2004-09-28,26.95,3
1810764,2005-10-20,61.9,3
31087596,2001-09-07,28.95,3
31087596,2003-12-14,52.95,3
31087596,2004-12-10,43.95,3
31183384,2001-09-07,37.95,3
31183384,2002-09-04,52.95,3
31267804,2001-09-12,73.9,3
31267804,2002-10-10,144.9,3
31267804,2003-10-23,125.95,3
31267804,2004-09-23,177.9,3
31267804,2004-10-28,85.95,3
31267804,2005-10-27,70.9,3
31267804,2006-10-21,106.85,3
31267804,2007-10-26,176.8,3
31322682,2001-09-24,47.95,3
31322682,2001-11-08,180.85,3
31322682,2001-12-03,200.85,3
31322682,2001-12-15,75.95,3
31322682,2002-11-24,139.9,3
31322682,2002-12-06,303.8,3
31322682,2003-04-16,111.9,3
31322682,2003-11-21,247.8,3
31322682,2003-12-10,75.95,3
31322682,2004-11-10,227.85,3
31322682,2004-12-10,83.9,3
31322682,2004-12-15,62.95,3
31322682,2005-07-14,94.95,3
31322682,2005-12-16,189.9,3
31322682,2006-12-07,96.9,3
31497758,2001-09-24,97.95,3
31538827,2001-09-16,113.9,3
31538827,2001-12-13,47.95,3
31538827,2002-12-14,111.9,3
31538827,2003-12-13,251.75,3
31538827,2004-05-30,103.55,3
31538827,2004-12-13,56.95,3
31538827,2005-05-28,79.75,3
31538827,2005-11-19,414.6,3
31538827,2005-12-10,123.9,3
31538827,2005-12-13,95.9,3
31538827,2006-05-20,49.8,3
31538827,2006-12-02,160.8,3
31538827,2007-01-28,134.9,3
31538827,2007-02-18,51.8,3
31538827,2007-05-07,47.95,3
31538827,2007-12-16,59.9,3
31601664,2001-09-24,589.9,3
31601664,2002-09-09,589.9,3
31601664,2003-09-22,627.9,3
31601664,2004-09-15,775.9,3
31601664,2005-09-26,627.9,3
31607050,2001-09-28,75.9,3
31727228,2001-09-26,52.95,3
31727228,2003-01-25,90.95,3
31748374,2001-09-21,28.95,3
31748374,2003-05-15,41.95,3
31839138,2001-09-12,52.95,3
32151542,2001-09-11,85.95,3
